id,name,ward,address,addressToSearch,station,owner,timeOpen,timeClose,allDayFlg,capacity,biginDate,tel,lng,lat,accuracy
6245,バイリンガサイエンスインターナショナルスクール,世田谷区,玉川田園調布1-16-17,東京都世田谷区玉川田園調布1-16-17,東急東横線田園調布,株式会社バイリンガ,8:00,18:30,,,H25.4.1,6715-6280,139.664003,35.600012,8
6246,あったか保育・子育塾アップル,世田谷区,用賀2-32-12-302,東京都世田谷区用賀2-32-12,東急田園都市線用賀駅,特定非営利活動法人生まれ育ちとこころを学ぶサンの会,9:00,18:00,,5,H25.4.1,5797-9627,139.63441,35.625242,8
6247,用賀みんなの保育園,世田谷区,玉川台2-13-3玉川台春喜ビル1階,東京都世田谷区玉川台2-13-3,田園都市線　用賀駅,株式会社みんなの保育園,7:00,22:00,,32,H25.5.1,6431-0303,139.627834,35.623867,8
6248,ウィズダムアカデミー田園調布自由が丘校,世田谷区,玉川田園調布2-13-1アビターレ玉川田園調布102,東京都世田谷区玉川田園調布2-13-1,東急東横線自由が丘,鈴木　良和,8:00,22:00,,10,H25.5.1,6459-7559,139.664689,35.601964,8
6249,保育ルーム　cocon,世田谷区,池尻3-13-10,東京都世田谷区池尻3-13-10,東急田園都市線池尻大橋駅,株式会社ココン,8:00,19:00,,15,H25.6.1,3414-5211,139.678012,35.650867,8
6250,ノックノックプリスクール,世田谷区,船橋1-30-3エグゼ千歳船橋1F,東京都世田谷区船橋1-30-3,小田急線　千歳船橋,株式会社イーストマンワールド,8:30,19:00,,定員設定なし,H25.8.1,5799-9924,139.621061,35.647588,8
6251,Ｐipsチャイルドカレッジ,世田谷区,下馬2-1-2,東京都世田谷区下馬2-1-2,田園都市線　三軒茶屋,プラール株式会社,8:00,18:00,,16,H25.11.1,6805-3625,139.679206,35.638291,8
6252,TMえいごの保育園　三軒茶屋,世田谷区,太子堂１-6-7ハイシティ三軒茶屋１０１,東京都世田谷区太子堂1-6-7,田園都市線三軒茶屋駅　,TM English Academy 株式会社,7:30,翌朝6:00,,28,H26.6.1,6805-3833,139.675498,35.64554,8
6253,HOPPA世田谷経堂,世田谷区,経堂5-38-23 ダイアカラービル4階,東京都世田谷区経堂5-38-23,小田急線　経堂駅,株式会社HOPPA,7:30,20:00,,30,H25.12.1,5426-3157,139.63098,35.649174,8
6254,hapica kids room,世田谷区,代田2-20-5　ハニハラビル101,東京都世田谷区代田2-20-5,小田急線　世田谷代田駅,矢部　晃一郎,8:00,20:00,,12,H26.7.7,3411-5180,139.660838,35.657852,8
6255,ラブクローバーのほいくえん,世田谷区,三軒茶屋2-23-18　シエル三茶1F,東京都世田谷区三軒茶屋2-23-18,田園都市線　三軒茶屋駅　,株式会社TWO CARAT,7:30,20:00,,39,H26.9.16,3414-1500,139.666135,35.642537,8
6256,インターナショナル保育園　HAPPY　HORIZONS,世田谷区,奥沢8-29-9,東京都世田谷区奥沢8-29-9,大井町線　九品仏駅,株式会社フローエシュタット,7:30,19:30,,25,H26.10.1,6432-3070,139.659781,35.605072,8
6257,シッターハウスえっちゃん家,世田谷区,新町2-10-2,東京都世田谷区新町2-10-2,田園都市線　桜新町,小嶋　英津子,,,○,2,H26.12.7,5477-3327,139.649298,35.630444,8
6258,保育ルームすまいる,世田谷区,等々力5-6-5　サンフラワー尾山台101,東京都世田谷区等々力5-6-5,東急大井町線　尾山台駅,株式会社オフィスサイトウ,8:00,18:00,,15,H27.2.23,6411-6813,139.653771,35.607749,8
6259,用賀キッズワールド,世田谷区,用賀3-13-7　ゼネラルアコード１F,東京都世田谷区用賀3-13-7,田園都市線用賀駅,ピジョンハーツ株式会社,9:00,18:00,,25,H27.6.1,3700-8601,139.635855,35.627911,8
6260,託児所　flower blooms,世田谷区,砧4-1-11　リノアビル砧102,東京都世田谷区砧4-1-11,小田急線祖師ヶ谷大蔵駅,宮島　なつき,7:00,22:00,,15,H27.8.21,050-5586-5221,139.614168,35.63852,8
6261,保育スクール　サン・マザー,世田谷区,用賀4-4-7　福ビル3F,東京都世田谷区用賀4-4-7,田園都市線用賀駅,有限会社　幼児未来教育,7:00,20:00,,20,H27.8.24,5797-3383,139.63343,35.626172,8
6262,保育所ちびっこランド世田谷園,世田谷区,世田谷4-12-12　ネイヴル世田谷101,東京都世田谷区世田谷4-12-12,東急世田谷線世田谷駅,長岐　寛彦,7:30,19:00,,30,H27.9.28,5426-0256,139.652921,35.643821,8
6263,ライフリトルグループ　チャイルドケアセンター,渋谷区,松濤2-2-17　ル・シマン松濤1階,東京都渋谷区松濤2-2-17,京王井の頭線　駒場東大前駅,有限会社ライフリトル,,,○,45,S63. 7.25,5454-2233,139.68828,35.66151,8
6264,聖マリアン保育園,渋谷区,恵比寿西1-16-12,東京都渋谷区恵比寿西1-16-12,ＪＲ山の手線　恵比寿駅,株式会社マリア,8:00,22:00,,103,H 6. 8. 1,3461-1050,139.70717,35.64897,8
6265,松濤　キッズワールド,渋谷区,宇田川町37-10麻仁ビル渋谷2階,東京都渋谷区宇田川町37-10,JR山の手線　渋谷駅,ピジョンハーツ株式会社,8:00,19:00,,40,H12. 3.15,5452-3640,139.69562,35.66198,8
6266,セルリアンタワーポピンズキッズルーム,渋谷区,桜丘町26-1セルリアンタワ-東急ホテル3階,東京都渋谷区桜丘町26-1,ＪＲ山の手線　渋谷駅,株式会社ポピンズコーポレーション,8:00,23:00,,10,H13. 6. 1,5728-1377,139.699418,35.656456,8
6267,ポピンズアクティブラーニングインターナショナルスクール,渋谷区,恵比寿4-20-2恵比寿ガ-デンテラス弐番館1階・2階,東京都渋谷区恵比寿4-20-2,ＪＲ山の手線　恵比寿駅,株式会社ポピンズコーポレーション,7:30,20:00,,70,H16.9.1,5791-2105,139.71254,35.64362,8
6268,ママと赤ちゃんのサロン　ｂａｂｙｈｉｐ,渋谷区,恵比寿西2-12-17ポアン・ドゥ代官山6階,東京都渋谷区恵比寿西2-12-17,ＪＲ山の手線　恵比寿駅,株式会社babyhip,8:00,20:00,,定員設定なし,H18.11.21,5458-5188,139.70616,35.6507,8
6269,Doctor's Nursery Baby Bear,渋谷区,代々木5-7-１　2階,東京都渋谷区代々木5-7-1,小田急線　代々木八幡駅,有限会社クリニカルフォー,9:00,18:00,,10,H20.9.1,5465-1488,139.68884,35.66983,8
6270,キラキラキッズナーサリー,渋谷区,富ヶ谷2-7-4リッチバレ-2F,東京都渋谷区富ヶ谷2-7-4,小田急線　代々木八幡駅,株式会社パットコーポレーション,7:00,22:00,,47,H22.9.1,5790-9548,139.68767,35.66509,8
6271,リナトキッズ＆ベビー,渋谷区,代官山町16-2ラボエム2階,東京都渋谷区代官山町16-2,東急東横線　代官山駅,株式会社リピーク,8:00,22:00,,10,H22.9.4,5459-3106,139.70258,35.64984,8
6272,カナリー保育園,渋谷区,幡ヶ谷2-17-15,東京都渋谷区幡ヶ谷2-17-15,京王線　幡ヶ谷駅,今村　壮希,7:00,20:00,,29,S53.3.1,3377-7526,139.67538,35.67758,8
6273,LOVE　HUG,渋谷区,東3-18-5　1F,東京都渋谷区東3-18-5,JR山の手線　恵比寿駅,株式会社スタンニングファンデーション,,,○,15,H23.11.20,6419-7454,139.7095,35.64974,8
6274,ウィズダムアカデミー恵比寿校,渋谷区,恵比寿南1-14-10,東京都渋谷区恵比寿南1-14-10,JR山の手線　恵比寿駅,鈴木　良和,8:00,22:00,,定員設定なし,H24.10.1,6277-0326,139.70997,35.6449656,8
6275,キッズハーモニー新宿,渋谷区,代々木2-1-5JR南新宿ビル,東京都渋谷区代々木2-1-5,JR山の手線　新宿駅,株式会社パソナフォスター,7:30,21:00,,38,H25.4.1,3320-3513,139.69966,35.68649,8
6276,渋谷区立みらい保育室,渋谷区,上原3-46-5,東京都渋谷区上原3-46-5,小田急線　代々木上原駅,渋谷区,7:30,19:30,,30,H22.4.1,5454-3302,139.6779,35.66779,8
6277,渋谷区立代官山えびすにし保育室,渋谷区,恵比寿西2-15-12,東京都渋谷区恵比寿西2-15-12,東急東横線　代官山駅,渋谷区,7:30,19:30,,46,H25.4.1,3461-1473,139.70566,35.65031,8
6278,COMO EN CASA 表参道キッズクラブ,渋谷区,神宮前4-3-15,東京都渋谷区神宮前4-3-15,銀座線　表参道駅,李　雅恵,10:00,20:00,,,H25.6.1,6432-9323,139.71037,35.66692,8
6279,TULIP　HOSPICS,渋谷区,桜丘町26-1セリアンタワー15階,東京都渋谷区桜丘町26-1,東急東横線　代官山駅,株式会社ちゅーりっぷ,9:00,18:00,,定員設定なし,H23.6.22,3770-2005,139.69958,35.6566,8
6280,渋谷区立笹幡保育室,渋谷区,笹塚2-49-3,東京都渋谷区笹塚2-49-3,京王線　笹塚駅,渋谷区,7:30,19:30,,51,H24.4.1,3320-2112,139.66873,35.67689,8
6281,渋谷区立のぞみ保育室,渋谷区,幡ヶ谷3-49-1中幡小学校内,東京都渋谷区幡ヶ谷3-49-1,京王新線　幡ヶ谷駅,渋谷区,7:30,19:30,,33,H22.4.1,5388-5086,139.67383,35.68103,8
6282,TOEアカデミー,渋谷区,恵比寿2-5-8サンクオーレ恵比寿1階,東京都渋谷区恵比寿2-5-8,JR・日比谷線恵比寿駅,株式会社EDIQ,8:00,20:00,,35,H26.4.1,6450-4312,139.7177,35.64747,8
6283,いろは保育所,渋谷区,笹塚2-22-16,東京都渋谷区笹塚2-22-16,京王線　笹塚駅,小形　聡子,8:00,17:00,,6,H26.4.30,090-6300-5136,139.66431,35.67401,8
6284,一時預かり所　かなちゃんち,渋谷区,神宮前1-14-32原宿アパートメンツ303,東京都渋谷区神宮前1-14-32,ＪＲ山手線　原宿駅,青木　加奈子,9:00,19:00,,6,H26.5.12,6447-4467,139.70294,35.67085,8
6285,保育ルームなちゅなちゅ,渋谷区,代官山町7-5ブリルビル１F,東京都渋谷区代官山町7-5,東急東横線　代官山駅,株式会社NATURA,10:00,20:00,,22,H26.8.8,6455-3840,139.70547,35.65126,8
6286,代官山　キッズスクエア,渋谷区,猿楽町9-8　パークサイドヴィレッジ1階105,東京都渋谷区猿楽町9-8,東急東横線　代官山駅,Dｒ．K＆Co．株式会社,8:00,18:00,,5,H26.8.7,5784-1170,139.70271,35.65126,8
6287,Luce Felice,渋谷区,恵比寿3-16-5,東京都渋谷区恵比寿3-16-5,山手線恵比寿駅,梅津　ちひろ,9:00,20:00,,15,H27.10.15,6277-1225,139.71855,35.64389,8
6288,tsubura(一時預かり）,渋谷区,神宮前1-10-23　ル・シャトー・デ・フォンテーヌ１F2号室,東京都渋谷区神宮前1-10-23,千代田線明治神宮前,株式会社Vanira,8:00,20:00,,12,H27.11.24,6455-5367,139.70534,35.66958,8
6289,マミールーム保育園,中野区,中野3-34-19,東京都中野区中野3-34-19,ＪＲ中央線・総武線　中野駅,真崎　太郎,7:00,19:30,,30,H11. 1. 4,3380-4153,139.6647,35.70472,8
6290,コープみらい託児室,中野区,中央5-6-2　コ-プとうきょう新中野ビル1F,東京都中野区中央5-6-2,丸ノ内線新中野駅,生活協同組合　コープみらい,9:30,17:30,,20,H5. 1.10,5385-0745,139.66615,35.69751,8
6291,保育所どれみ,中野区,東中野1-32-6　大瀧ビル2階,東京都中野区東中野1-32-6,JR総武線・都営大江戸線　東中野駅,池上　裕子,7:30,21:00,,25,H18.9.15,3364-0543,139.68275,35.70499,8
6292,マ・メール,中野区,本町3-1-9,東京都中野区本町3-1-9,丸ノ内線　中野新橋駅,金井　伸湖,,,○,23,H18.11.15,6809-9954,139.6778,35.69329,8
6293,ＮＰＯ法人　すみれの庭こども園,中野区,中野5-3-14 1Ｆ中野桃園教会,東京都中野区中野5-3-14,JR中央線・総武線　中野駅,ＮＰＯ法人すみれの庭,9:15,14:00,,24,H18.4.15,3389-2378,139.67198,35.7085,8
6294,保育室ぷちぷちるーむ,中野区,中野3-29-7,東京都中野区中野3-29-7,JR中央線・総武線　中野駅　,高田　誠馬,7:30,20:00,,3,H22.10.1,6304-8041,139.66441,35.70219,8
6295,ちっちゃな保育園リトルフェアリー,中野区,東中野2-19-3,東京都中野区東中野2-19-3,JR総武線東中野駅,NPO法人　キッズハウス,7:30,22:00,,21,H22.10.25,3371-5121,139.6819,35.7033,8
6296,中野区中野2丁目保育室,中野区,中野2-17-6,東京都中野区中野2-17-6,ＪＲ中央線・総武線　中野駅,中野区長　田中　大輔,7:15,19:15,,40,H23.4.1,6382-6227,139.66911,35.70301,8
6297,バイリンガルアート保育ルームFairy Tale,中野区,江原町1-25-7,東京都中野区江原町1-25-7,都営大江戸線　新江戸田駅,石井　聖子,8:00,18:00,,15,H25.1.1,3228-5250,139.67049,35.72704,8
6298,にじいろキッズ保育園,中野区,東中野2-3-8　ティーパークス ヒガシナカノ101,東京都中野区東中野2-3-8,丸ノ内線・都営大江戸線　中野坂上駅,平田　勝彦,7:00,20:00,,32,H26.3.3,5937-3749,139.68108,35.70116,8
6299,２４保育,中野区,野方1-38-15日生ビル102,東京都中野区野方1-38-15,JR中央線　高円寺駅,稲田　修一,,,○,12,H26.12.1,6454-0152,139.65546,35.70947,8
6300,保育所ちびっこランド新中野園,中野区,中央3-22-18-101　中野フローラ,東京都中野区中央3-22-18,丸ノ内線　新中野駅,山下　愛,7:30,19:00,,40,H27.4.13,5937-0107,139.67465,35.69946,8
6301,方南町　キッズワールド,杉並区,方南2-20-5　鈴力第2ビル　2Ｆ,東京都杉並区方南2-20-5 ,丸ノ内線　方南町駅,株式会社鈴力,8:00,17:00,,定員設定なし,H10. 6.30,5377-7787,139.65802,35.68405,8
6302,保育所西荻窪あゆみ園,杉並区,西荻北2-37-12　ブランシュ西荻中2-Ｃ,東京都杉並区西荻北2-37-12,ＪＲ中央線西荻窪駅,坂本洋子,7:30,19:00,,定員設定なし,H12.12.20,5303-0131,139.60199,35.70768,8
6303,保育所ちびっこランド　八幡山園,杉並区,上高井戸1-4-25　ドムスファン1F,東京都杉並区上高井戸1-4-25,京王線　八幡山駅,合同会社　Agape,7:30,19:00,,37,H13.12. 4,5357-3580,139.61427,35.67075,8
6304,コナミスポーツクラブ荻窪南口2Fザ・チャイルドクラブ荻窪,杉並区,荻窪5-30-17　コナミスポ-ツクラブ荻窪南口2F,東京都杉並区荻窪5-30-17,ＪＲ中央線　荻窪駅,株式会社コナミスポーツ＆ライフ,9:00,18:00,,25,H13.11. 1,5335-2813,139.62219,35.70435,8
6305,お年寄りと子どもの家　杉並　保育ルームたんぽぽ,杉並区,成田東1-40-16,東京都杉並区成田東1-40-16,丸ノ内線　南阿佐ヶ谷駅,特定非営利活動法人お年寄りと子どもの家杉並,7:45,21:00,,18,H15. 5. 1,3312-3216,139.64005,35.69273,8
6306,保育所　中野富士見町きらきら園,杉並区,和田1-28-3　ニュ-ハウスBAN101,東京都杉並区和田1-28-3,丸ノ内線　中野富士見町駅,山口　尚子,8:00,19:00,,25,H15.11.17,5385-4166,139.66632,35.69201,8
6307,ロハス・ロハス/東京岩盤浴託児所,杉並区,阿佐谷南1-36-4三幸ビル3階,東京都杉並区阿佐谷南1-36-4,ＪＲ中央線 阿佐ヶ谷駅,バリューアップパートナーズ株式会社,10:00,16:15,,8,H18.4.18,3311-8411,139.63657,35.70198,8
6308,ひととき保育馬橋,杉並区,高円寺南3-31-3,東京都杉並区高円寺南3-31-3,JR中央線　高円寺駅,すぎなみ保育ぐるーぷ,9:30,16:30,,6,H18.12.11,3315-8819,139.64522,35.70176,8
6309,ひととき保育上荻,杉並区,上荻3-22-13,東京都杉並区上荻3-22-13,JR中央線　荻窪駅,NPO法人すぎなみ子育てひろばchou chou,9:30,16:00,,6,H19.3.13,3395-0135,139.6098,35.70973,8
6310,ひととき保育高井戸,杉並区,高井戸東3-7-5　1F,東京都杉並区高井戸東3-7-5,京王井之頭線　高井戸駅,杉並区長,9:00,18:00,,12,H.19.4.2,5346-1930,139.6165818,35.6836336,8
6311,ひととき保育宮前,杉並区,宮前5-24-18ビルッチ宮前1F,東京都杉並区宮前5-24-18,JR中央線　西荻窪駅,株式会社ニリアバニー,9:00,18:00,,9,H20.4.7,3333-5114,139.59975,35.69699,8
6312,ひととき保育方南,杉並区,方南1-33-19,東京都杉並区方南1-33-19,丸ノ内線　方南町駅,NPO法人　ちいきちいき,9:30,16:00,,6,H20.3.31,6802-4084,139.66022,35.67822,8
6313,Kangaルーのへや,杉並区,阿佐谷北1-26-18世尊院幼稚園内,東京都杉並区阿佐谷北1-26-18,JR中央線　阿佐ヶ谷駅,大澤　聖隆,8:30,18:00,,14,H20.5.12,080-3534-5772,139.63654,35.70742,8
6314,保育ルームFelice荻窪園,杉並区,上荻1-23-19　小嶋東神ビル1-Ｃ,東京都杉並区上荻1-23-19,ＪＲ中央線　荻窪駅,株式会社アルコバレーノ,7:30,21:00,,定員設定なし,H21.2.2,3392-4710,139.61708,35.70674,8
6315,保育所ちびっこランド下井草園,杉並区,井草1-18-8　第一メゾン雅1Ｆ,東京都杉並区井草1-18-8,西武新宿線　下井草駅,合同会社　Agape,7:30,19:00,,30,H21.1.21,5310-1597,139.62164,35.7256,8
6316,⑭日通自動車学校託児室,杉並区,宮前5-15-1,東京都杉並区宮前5-15-1,京王井の頭線　久我山駅,株式会社日通自動車学校,9:25,16:25,,2,H21.4.20,3335-2222,139.60233,35.69265,8
6317,ひととき保育八成,杉並区,井草2-27-13,東京都杉並区井草2-27-13,西武新宿線　井荻駅,NPO法人　八成グループ,9:00,16:00,,8,H21.3.18,6915-0233,139.62029,35.72879,8
6318,ひととき保育堀之内そら,杉並区,堀之内3-17-13,東京都杉並区堀之内3-17-13,東京メトロ丸ノ内線　　新高円寺駅,社会福祉法人　虹旗社,9:30,16:00,,7,H21.3.18,6750-9314,139.64891,35.69208,8
6319,アロハナ保育園,杉並区,和田3-41-14城村ビル1F,東京都杉並区和田3-41-14,丸ノ内線　東高円寺,有限会社ケイキオアシス,7:30,19:00,,27,H21.7.13,6304-9219,139.6582,35.69602,8
6320,ハーモニー・キッズ高井戸,杉並区,高井戸東2-26-3　1F,東京都杉並区高井戸東2-26-3,京王井の頭線　高井戸駅,有限会社ハーモニー・キッズ,7:45,20:45,,17,H6.8.12,5344-9277,139.61607,35.6822,8
6321,こどもヶ丘保育園,杉並区,宮前5-26-36ブル-バ-ドキャッスル1階,東京都杉並区宮前5-26-36,ＪＲ中央線　西荻窪駅,株式会社チャイルドビジョン亀井　弥生,7:30,19:30,,定員設定なし,H22.3.3,3247-5022,139.5986,35.69622,8
6322,まことのぶどうの木Nursery,杉並区,松庵3-38-4,東京都杉並区松庵3-38-4,ＪＲ中央線　西荻窪駅,学校法人祥鳳学園,9:00,17:00,,20,H22.8.1,3334-7223,139.59891,35.70233,8
6323,保育ルームFelice高円寺園,杉並区,高円寺北3-12-1石田ビル,東京都杉並区高円寺北3-12-1,JR中央線　高円寺駅,株式会社アルコバレーノ,7:30,21:00,,定員設定なし,H23.2.7,3339-0661,139.64644,35.70676,8
6324,保育所ちびっこランド八幡山第２分園,杉並区,上高井戸1-8－3八幡山YSビル2階,東京都杉並区上高井戸1-8-3,京王井の頭線　八幡山駅,合同会社　Agape,7:30,18:00,,,H24.11.1,080-3755-8535,139.61597,35.67013,8
6325,学校法人野上学園Picoナーサリ,杉並区,久我山3-37-24,東京都杉並区久我山3-37-24,京王井の頭線　久我山駅,学校法人野上学園,7:30,18:30,,9,H25.5.1,3333-8822,139.59683,35.68895,8
6326,はっぴーほーむ,杉並区,和田1-17-11,東京都杉並区和田1-17-11,丸ノ内線中野富士見町駅,特定非営利活動法人ゆるゆるma～ma,17:00,21:00,,8,H25.10.1,090-6129-3631,139.66563,35.69103,8
6327,保育所ちびっこランドおぎくぼ園,杉並区,荻窪2-23-14川島ビル1階,東京都杉並区荻窪2-23-14,JR中央線　荻窪駅,佐藤　雅子,7:30,18:00,,25,H26.12.5,6383-6037,139.61823,35.69569,8
6328,あすもベビーホーム,杉並区,松庵3-7-14,東京都杉並区松庵3-7-14,JR中央線　西荻窪駅,株式会社ASUMO,7:30,18:30,,19,H27.2.2,5936-0415,139.59727,35.70039,8
6329,イマジンJAPAN荻窪児童園,杉並区,今川3-3-4　オソノイビル1階,東京都杉並区今川3-3-4,JR中央線　西荻窪駅,株式会社アースリング,7:00,20:00,,40,H27.3.2,3399-3888,139.60648,35.7147,8
6330,遊歩,杉並区,清水1-32-11,東京都杉並区清水1-32-11,JR中央線　荻窪駅,高宮　利江,9:30,11:30,,3,H27.4.5,3390-0963,139.61922,35.71198,8
6331,doors childcare nursery,杉並区,阿佐谷南1-11-8　Belle House Asagaya101,東京都杉並区阿佐谷南1-11-8,丸ノ内線南阿佐ヶ谷駅,株式会社テクノラボ,8:00,18:30,,19,H27.7.1,5929-7543,139.63811,35.69908,8
6332,愛嬰幼保学園池袋園,豊島区,東池袋3-11-4第3露木ビル2階・3階,東京都豊島区東池袋3-11-4,ＪＲ山の手線　池袋駅,株式会社愛嬰,,,○,50,H15.10.26,4405-7604,139.71864,35.73197,8
6333,西武百貨店池袋店託児所,豊島区,南池袋1-28-1,東京都豊島区南池袋1-28-1,ＪＲ山の手線　池袋駅,株式会社西武百貨店,10:00,16:00,,10,H8.9.17,5949-2215,139.71049,35.72708,8
6334,ピース保育園,豊島区,巣鴨1-24-1第2ユニオンビル5階,東京都豊島区巣鴨1-24-1,JR山の手線　巣鴨駅,合資会社ハッピーワールド,8:00,23:00,,29,H19.11.15,6426-8064,139.73993,35.73111,8
6335,聖華保育園（池袋園）,豊島区,西池袋1-25-1恩田ビル5F,東京都豊島区西池袋1-25-1,ＪＲ山の手線　池袋駅,聖華株式会社,,,○,25,H22.6.1,3988-2688,139.7108,35.73178,8
6336,タイムズキッズランド,豊島区,東池袋4-25-9タイムズステーション池袋2階,東京都豊島区東池袋4-25-9,有楽町線　東池袋,タイムズ２４株式会社,8:30,18:30,,20,H18.10.1,6907-7461,139.71741,35.72911,8
6337,伸芽’ｓクラブ池袋,豊島区,南池袋1-１６-２２リソー教育グループ城北本部池袋ビル２階,東京都豊島区南池袋1-16-22,ＪＲ山の手線　池袋駅,株式会社伸芽会,7:30,21:00,,100,H23.12.14,5956-1315,139.71147,35.72617,8
6338,東京国際保育園,豊島区,南大塚3－24－4メゾン南大塚3階,東京都豊島区南大塚3-24-4,JR山の手線　大塚駅,株式会社日本楽家,,,○,30,H24.1.5,6914-2004,139.72543,35.72921,8
6339,ウィズダムアカデミー目白校,豊島区,目白2-20-5,東京都豊島区目白2-20-5,JR山の手線　目白駅,鈴木　良和,8:00,22:00,,20,H24.10.1,6914-0581,139.70923,35.72201,8
6340,南長崎ニコニコHOUSE,豊島区,南長崎3-11-5,東京都豊島区南長崎3-11-5,都営大江戸線　落合南長崎駅,田中　麻美,7:45,19:00,,15,H25.5.29,6908-2579,139.68646,35.72476,8
6341,ひだまり保育園,豊島区,北大塚3-17-5 アルシェ大塚203,東京都豊島区北大塚3-17-5,JR山手線　大塚駅,株式会社AFFECTION,7:00,21:00,,24,H26.3.3,3576-2076,139.72397,35.73517,8
6342,池袋あけみ保育園,豊島区,池袋3-69-1-101,東京都豊島区池袋3-69-1,JR線　池袋駅,木村　麻美子,8:00,18:00,,10,H26.4.7,6914-1134,139.7065,35.73777,8
6343,豊島区千早臨時保育所,豊島区,千早1-12-7,東京都豊島区千早1-12-7,有楽町線　要町駅,豊島区長,7:15,19:15,,60,H26.4.1,5926-3970,139.69536,35.73128,8
6344,都市型24時間保育園キンダーホーム,豊島区,池袋2-53-12　ノーブル池袋5F,東京都豊島区池袋2-53-12,JR線　池袋駅,株式会社Kinder　Space,,,○,25,H26.9.1.,5927-9880,139.7092,35.73392,8
6345,キンダーケアー保育園,北区,赤羽1-65-11　ロ-ヤルマンション1Ｆ,東京都北区赤羽1-65-11,ＪＲ京浜東北線　赤羽駅,田畑善三郎,,,○,定員設定なし,S54. 4. 1,3902-9733,139.71945,35.78124,8
6346,みらいっこ保育園,北区,赤羽2-15-6西明ビル1Ｆ,東京都北区赤羽2-15-6,ＪＲ京浜東北線　赤羽駅,有限会社ＭＩＲＡＩKＫＯ,7:00,1:00,,定員設定なし,H19.5.1　　移転,3598-6963,139.72324,35.77988,8
6347,でんでん保育室,北区,十条仲原1-27-3,東京都北区十条仲原1-27-3,JR埼京線　十条駅,特定非営利活動法人　　　　でんでん子ども応援隊,9:30,15:30,,10,H22.4.6,3905-2355,139.72137,35.76305,8
6348,みらいっこBABY園,北区,赤羽1-41-12サニ-ヒルズ102,東京都北区赤羽1-41-12,ＪＲ京浜東北線　赤羽駅,有限会社MIRAIKKO,7:30,18:00,,15,H22.4.1,6454-4466,139.71988,35.78199,8
6349,サン・ベビー保育園,北区,東十条6-7-12,東京都北区東十条6-7-12,JR京浜東北線　東十条駅,サンベビー会,7:30,21:00,,15,S52.4.1,3902-2192,139.72607,35.77161,8
6350,譲灘保育園,北区,中十条2-23-12,東京都北区中十条2-23-12,JR埼京線　十条駅,緑川　風子,7:30,20:00,,20,S51.4.1,3908-8001,139.72273,35.76243,8
6351,保育ルーム　キッズスタイル,北区,赤羽3－8－10マンション岩田１０１,東京都北区赤羽3-8-10,埼玉高速鉄道　赤羽岩淵駅,松田　賢治,,,○,　,H24.7.15,6454-4020,139.71806,35.78395,8
6352,歯医者さんが作ったみんなの保育園　駒込,北区,西ヶ原1-56-13 セラドン駒込101,東京都北区西ヶ原1-56-13,JR山手線　駒込駅,山本　将弘,8:00,18:00,,15,H26.7.1,6903-6637,139.74632,35.7391,8
6353,子育て交流サロンみんなの実家＠まちや,荒川区,荒川6-27-6宮内方,東京都荒川区荒川6-27-6,千代田線　町屋駅,３５（産後）サポートネットin荒川,14:00,16:00,,定員設定なし,H18.2.6,3809-4035,139.77754,35.74138,8
6354,マザーズハウス,荒川区,南千住8-8-1東京フロンティアシティパ-ク&パ-クス1F,東京都荒川区南千住8-8-1,京成線　関屋駅,株式会社ラヴィ,8:00,20:00,,30,H20.4.1,5850-6063,139.810767,35.7394805,8
6355,キッズフォレスト（ピア）,荒川区,南千住6-41-10ガ-デンテラス,東京都荒川区南千住6-41-10,日比谷線　南千住駅,株式会社ラヴィ,8:00,20:00,,20,H22.10.1,3891-6118,139.79408,35.73761,8
6356,保育所ちびっこランドワールドキッズ西日暮里,荒川区,西日暮里1-60-5吉原ビル1階,東京都荒川区西日暮里1-60-5,JR山手線　西日暮里駅,欧文鳴,7:00,20:00,,25,H25.10.21,3801-6081,139.77202,35.7347,8
6357,どんぐりのおうち,板橋区,本町29-10アルプスマンション101,東京都板橋区本町29-10,都営三田線　板橋本町駅,ＮＰＯ法人　ワーカーズコープ,9:00,18:00,,定員設定なし,H15. 7.14,5943-2268,139.7085352,35.7574529,8
6358,おやこ舎あやとり,板橋区,前野町2-48-4,東京都板橋区前野町2-48-4,東武東上線　中板橋駅,NPO－ACT　板橋たすけあいワーカーズあやとり,9:00,17:00,,12,H15. 5. 1,3968-1701,139.6892644,35.7685011,8
6359,保育スクール　よつばのクローバー,板橋区,志村1-32-9クリエイトビル1F,東京都板橋区志村1-32-9,都営三田線　志村坂上駅,株式会社エデュケイト,8:00,21:00,,定員設定なし,H16. 7.1,5915-9680,139.691014,35.7754974,8
6360,特定非営利活動法人徳丸こどもセンター保育室,板橋区,徳丸6-9-8　ツ-エイト101,東京都板橋区徳丸6-9-8,東武東上線　東武練馬駅,ＮＰＯ法人徳丸子どもセンター保育室,8:30,17:30,,7,H19.4.1,6751-5934,139.6644719,35.777388,8
6361,たんぽぽ保育園,板橋区,西台4-3-19ビュ-ラ-西台1F,東京都板橋区西台4-3-19,東武東上線　東武練馬駅,株式会社　Iiku,7:00,22:00,,57,H21.7.15,6751-6866,139.667644,35.768956,8
